<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
EURUSD;D;02/12/17;000000;1.1890800;1.1900200;1.1889600;1.1897100
EURUSD;D;03/12/17;000000;1.1885000;1.1885000;1.1848000;1.1854200
EURUSD;D;04/12/17;000000;1.1854100;1.1880000;1.1828000;1.1856000
EURUSD;D;05/12/17;000000;1.1856000;1.1876800;1.1799000;1.1823000
EURUSD;D;06/12/17;000000;1.1823700;1.1848100;1.1779000;1.1795300
EURUSD;D;07/12/17;000000;1.1795600;1.1814700;1.1771000;1.1774500
EURUSD;D;08/12/17;000000;1.1774400;1.1776600;1.1729000;1.1764500
EURUSD;D;09/12/17;000000;1.1764600;1.1774200;1.1762800;1.1768600
EURUSD;D;10/12/17;000000;1.1766000;1.1769000;1.1758900;1.1760000
EURUSD;D;11/12/17;000000;1.1761600;1.1811800;1.1758600;1.1772800
EURUSD;D;12/12/17;000000;1.1772700;1.1792700;1.1716000;1.1744700
EURUSD;D;13/12/17;000000;1.1744900;1.1826000;1.1728000;1.1824800
EURUSD;D;14/12/17;000000;1.1824600;1.1862700;1.1769000;1.1786800
EURUSD;D;15/12/17;000000;1.1787100;1.1812400;1.1749000;1.1753900
EURUSD;D;16/12/17;000000;1.1753900;1.1756100;1.1745500;1.1749000
EURUSD;D;17/12/17;000000;1.1749000;1.1752300;1.1735000;1.1739400
EURUSD;D;18/12/17;000000;1.1743300;1.1834300;1.1736000;1.1780700
EURUSD;D;19/12/17;000000;1.1781100;1.1849000;1.1775000;1.1840400
EURUSD;D;20/12/17;000000;1.1840500;1.1901800;1.1827000;1.1878300
EURUSD;D;21/12/17;000000;1.1878100;1.1890000;1.1848000;1.1876500
EURUSD;D;22/12/17;000000;1.1876700;1.1878200;1.1815600;1.1858000
EURUSD;D;23/12/17;000000;1.1857500;1.1864000;1.1854000;1.1860000
EURUSD;D;24/12/17;000000;1.1862000;1.1862000;1.1858000;1.1858000
EURUSD;D;25/12/17;000000;1.1858000;1.1881000;1.1842300;1.1869000
EURUSD;D;26/12/17;000000;1.1867000;1.1878700;1.1845000;1.1862700
EURUSD;D;27/12/17;000000;1.1862700;1.1910400;1.1853300;1.1894400
EURUSD;D;28/12/17;000000;1.1894300;1.1959100;1.1883000;1.1940400
EURUSD;D;29/12/17;000000;1.1940200;1.2025500;1.1934800;1.1997300
EURUSD;D;30/12/17;000000;1.1997500;1.2007600;1.1991400;1.1994000
EURUSD;D;01/01/18;000000;1.1996600;1.2010900;1.1991200;1.1995000
EURUSD;D;02/01/18;000000;1.1995000;1.2081300;1.1995000;1.2059000
EURUSD;D;03/01/18;000000;1.2059300;1.2066300;1.2000000;1.2012500
EURUSD;D;04/01/18;000000;1.2012300;1.2090000;1.2002800;1.2068600
EURUSD;D;05/01/18;000000;1.2068400;1.2082800;1.2019000;1.2041800
EURUSD;D;06/01/18;000000;1.2041800;1.2042500;1.2022000;1.2026000
EURUSD;D;07/01/18;000000;1.2029100;1.2034000;1.2014000;1.2024600
EURUSD;D;08/01/18;000000;1.2024500;1.2052300;1.1954000;1.1967000
EURUSD;D;09/01/18;000000;1.1966800;1.1975700;1.1914000;1.1937600
EURUSD;D;10/01/18;000000;1.1936000;1.2018100;1.1922000;1.1956700
EURUSD;D;11/01/18;000000;1.1956600;1.2060000;1.1928000;1.2030600
EURUSD;D;12/01/18;000000;1.2030500;1.2188700;1.2027000;1.2187000
EURUSD;D;13/01/18;000000;1.2186900;1.2218800;1.2186000;1.2199100
EURUSD;D;14/01/18;000000;1.2197800;1.2206000;1.2187200;1.2195200
EURUSD;D;15/01/18;000000;1.2195100;1.2296700;1.2186000;1.2269400
EURUSD;D;16/01/18;000000;1.2269100;1.2283500;1.2194000;1.2266400
EURUSD;D;17/01/18;000000;1.2265000;1.2323200;1.2195000;1.2212800
EURUSD;D;18/01/18;000000;1.2212800;1.2264900;1.2163800;1.2238600
EURUSD;D;19/01/18;000000;1.2238600;1.2295400;1.2217000;1.2220700
EURUSD;D;20/01/18;000000;1.2220700;1.2233800;1.2213000;1.2219500
EURUSD;D;21/01/18;000000;1.2261000;1.2273000;1.2259000;1.2269100
EURUSD;D;22/01/18;000000;1.2269000;1.2274000;1.2213000;1.2258400
EURUSD;D;23/01/18;000000;1.2258300;1.2306300;1.2221900;1.2293700
EURUSD;D;24/01/18;000000;1.2293600;1.2414900;1.2289800;1.2398100
EURUSD;D;25/01/18;000000;1.2398900;1.2537800;1.2363000;1.2406000
EURUSD;D;26/01/18;000000;1.2406200;1.2493700;1.2368200;1.2419900
EURUSD;D;27/01/18;000000;1.2419800;1.2432500;1.2416000;1.2422400
EURUSD;D;28/01/18;000000;1.2427000;1.2434000;1.2419900;1.2423000
EURUSD;D;29/01/18;000000;1.2423000;1.2432300;1.2335000;1.2382600
EURUSD;D;30/01/18;000000;1.2382100;1.2454000;1.2334000;1.2394000
EURUSD;D;31/01/18;000000;1.2394200;1.2474900;1.2386000;1.2415100
EURUSD;D;01/02/18;000000;1.2415100;1.2522900;1.2384000;1.2514000
EURUSD;D;02/02/18;000000;1.2513800;1.2520000;1.2408000;1.2461500
EURUSD;D;03/02/18;000000;1.2461400;1.2462700;1.2450400;1.2457000
EURUSD;D;04/02/18;000000;1.2452500;1.2459000;1.2430000;1.2432600
EURUSD;D;05/02/18;000000;1.2432500;1.2474900;1.2386000;1.2387800
EURUSD;D;06/02/18;000000;1.2388000;1.2434600;1.2312000;1.2371500
EURUSD;D;07/02/18;000000;1.2371800;1.2406100;1.2244000;1.2260400
EURUSD;D;08/02/18;000000;1.2260700;1.2295000;1.2210000;1.2243300
EURUSD;D;09/02/18;000000;1.2243100;1.2287300;1.2204000;1.2234800
EURUSD;D;10/02/18;000000;1.2235000;1.2255100;1.2231000;1.2251500
EURUSD;D;11/02/18;000000;1.2252000;1.2254400;1.2241700;1.2245000
EURUSD;D;12/02/18;000000;1.2244000;1.2297700;1.2233000;1.2290700
EURUSD;D;13/02/18;000000;1.2290900;1.2371100;1.2283000;1.2356100
EURUSD;D;14/02/18;000000;1.2356200;1.2464600;1.2275000;1.2463400
EURUSD;D;15/02/18;000000;1.2463600;1.2510400;1.2446000;1.2504300
EURUSD;D;16/02/18;000000;1.2504800;1.2555600;1.2392000;1.2405600
EURUSD;D;17/02/18;000000;1.2405300;1.2412800;1.2401900;1.2411000
EURUSD;D;18/02/18;000000;1.2404000;1.2410500;1.2394000;1.2398000
EURUSD;D;19/02/18;000000;1.2398000;1.2435200;1.2367000;1.2405300
EURUSD;D;20/02/18;000000;1.2406000;1.2412300;1.2318900;1.2335600
EURUSD;D;21/02/18;000000;1.2335700;1.2359900;1.2279800;1.2290100
EURUSD;D;22/02/18;000000;1.2290100;1.2352100;1.2257900;1.2325000
EURUSD;D;23/02/18;000000;1.2324600;1.2337400;1.2278000;1.2294400
EURUSD;D;24/02/18;000000;1.2294100;1.2298500;1.2287700;1.2294000
EURUSD;D;25/02/18;000000;1.2295100;1.2298000;1.2280800;1.2289300
EURUSD;D;26/02/18;000000;1.2289200;1.2355200;1.2276000;1.2313000
EURUSD;D;27/02/18;000000;1.2312900;1.2346400;1.2220000;1.2229000
EURUSD;D;28/02/18;000000;1.2229000;1.2241800;1.2186000;1.2199600
EURUSD;D;01/03/18;000000;1.2200000;1.2273100;1.2153000;1.2262600
EURUSD;D;02/03/18;000000;1.2262500;1.2335900;1.2250000;1.2330900
EURUSD;D;03/03/18;000000;1.2330900;1.2331300;1.2314000;1.2317000
EURUSD;D;04/03/18;000000;1.2322000;1.2356000;1.2317700;1.2355600
EURUSD;D;05/03/18;000000;1.2355700;1.2364400;1.2267000;1.2338100
EURUSD;D;06/03/18;000000;1.2338200;1.2420300;1.2327000;1.2402700
EURUSD;D;07/03/18;000000;1.2402700;1.2444900;1.2383000;1.2412700
EURUSD;D;08/03/18;000000;1.2412600;1.2446200;1.2297000;1.2312500
EURUSD;D;09/03/18;000000;1.2312600;1.2334300;1.2272000;1.2306500
EURUSD;D;10/03/18;000000;1.2306400;1.2309300;1.2302000;1.2305000
EURUSD;D;11/03/18;000000;1.2307600;1.2315200;1.2307600;1.2310500
EURUSD;D;12/03/18;000000;1.2313000;1.2345600;1.2289000;1.2333500
EURUSD;D;13/03/18;000000;1.2332800;1.2410000;1.2313000;1.2389200
EURUSD;D;14/03/18;000000;1.2389200;1.2412700;1.2346000;1.2367000
EURUSD;D;15/03/18;000000;1.2366100;1.2383600;1.2299000;1.2304200
EURUSD;D;16/03/18;000000;1.2304300;1.2336400;1.2259600;1.2287100
EURUSD;D;17/03/18;000000;1.2289000;1.2289000;1.2284000;1.2285000
EURUSD;D;18/03/18;000000;1.2282800;1.2300000;1.2281800;1.2282700
EURUSD;D;19/03/18;000000;1.2288900;1.2358800;1.2257000;1.2334800
EURUSD;D;20/03/18;000000;1.2334300;1.2354700;1.2237000;1.2240800
EURUSD;D;21/03/18;000000;1.2240900;1.2350000;1.2238900;1.2337600
EURUSD;D;22/03/18;000000;1.2337400;1.2390000;1.2284000;1.2301600
EURUSD;D;23/03/18;000000;1.2301000;1.2373400;1.2296900;1.2350200
EURUSD;D;24/03/18;000000;1.2351000;1.2352400;1.2350400;1.2352400
EURUSD;D;25/03/18;000000;1.2347500;1.2353000;1.2340900;1.2348000
EURUSD;D;26/03/18;000000;1.2352700;1.2461600;1.2348500;1.2442200
EURUSD;D;27/03/18;000000;1.2443400;1.2476500;1.2371000;1.2402400
EURUSD;D;28/03/18;000000;1.2402200;1.2421600;1.2298000;1.2306200
EURUSD;D;29/03/18;000000;1.2307000;1.2335600;1.2282000;1.2300600
EURUSD;D;30/03/18;000000;1.2300200;1.2330600;1.2287300;1.2319000
EURUSD;D;31/03/18;000000;1.2323000;1.2323000;1.2323000;1.2323000
EURUSD;D;01/04/18;000000;1.2321000;1.2330000;1.2319500;1.2320200
EURUSD;D;02/04/18;000000;1.2325400;1.2345000;1.2280000;1.2301000
EURUSD;D;03/04/18;000000;1.2301500;1.2336400;1.2252000;1.2269800
EURUSD;D;04/04/18;000000;1.2269000;1.2314900;1.2255000;1.2277600
EURUSD;D;05/04/18;000000;1.2277700;1.2290300;1.2217000;1.2239000
EURUSD;D;06/04/18;000000;1.2239000;1.2291000;1.2214000;1.2278800
EURUSD;D;07/04/18;000000;1.2281000;1.2282500;1.2278700;1.2282500
EURUSD;D;08/04/18;000000;1.2278000;1.2287100;1.2274800;1.2285000
EURUSD;D;09/04/18;000000;1.2283800;1.2330800;1.2259000;1.2320300
EURUSD;D;10/04/18;000000;1.2319400;1.2377600;1.2301000;1.2355200
EURUSD;D;11/04/18;000000;1.2354400;1.2396400;1.2346000;1.2366600
EURUSD;D;12/04/18;000000;1.2365600;1.2379800;1.2298000;1.2325000
EURUSD;D;13/04/18;000000;1.2325100;1.2346000;1.2306000;1.2328200
EURUSD;D;14/04/18;000000;1.2328300;1.2328300;1.2328300;1.2328300
EURUSD;D;15/04/18;000000;1.2327300;1.2337000;1.2326000;1.2331300
EURUSD;D;16/04/18;000000;1.2329300;1.2394600;1.2321300;1.2378900
EURUSD;D;17/04/18;000000;1.2378300;1.2413700;1.2335000;1.2368700
EURUSD;D;18/04/18;000000;1.2368700;1.2397200;1.2341000;1.2373500
EURUSD;D;19/04/18;000000;1.2372900;1.2400300;1.2328000;1.2344700
EURUSD;D;20/04/18;000000;1.2345300;1.2353000;1.2249000;1.2287000
EURUSD;D;21/04/18;000000;1.2285300;1.2286400;1.2285000;1.2286400
EURUSD;D;22/04/18;000000;1.2286300;1.2286500;1.2263000;1.2271100
EURUSD;D;23/04/18;000000;1.2271600;1.2290000;1.2196000;1.2208300
EURUSD;D;24/04/18;000000;1.2208300;1.2244900;1.2180000;1.2231900
EURUSD;D;25/04/18;000000;1.2231100;1.2238800;1.2158000;1.2160000
EURUSD;D;26/04/18;000000;1.2159800;1.2210000;1.2093000;1.2103200
EURUSD;D;27/04/18;000000;1.2102900;1.2133000;1.2053000;1.2128900
EURUSD;D;28/04/18;000000;1.2128000;1.2128100;1.2125000;1.2125000
EURUSD;D;29/04/18;000000;1.2124700;1.2130400;1.2119000;1.2121800
EURUSD;D;30/04/18;000000;1.2128300;1.2140000;1.2062000;1.2077200
EURUSD;D;01/05/18;000000;1.2076800;1.2084200;1.1979000;1.1991500
EURUSD;D;02/05/18;000000;1.1992400;1.2031700;1.1936000;1.1950300
EURUSD;D;03/05/18;000000;1.1949900;1.2010000;1.1946000;1.1988000
EURUSD;D;04/05/18;000000;1.1987400;1.1995600;1.1909000;1.1958500
EURUSD;D;06/05/18;000000;1.1951800;1.1966000;1.1945500;1.1956000
EURUSD;D;07/05/18;000000;1.1963000;1.1978000;1.1896000;1.1922000
EURUSD;D;08/05/18;000000;1.1921500;1.1938800;1.1837000;1.1863900
EURUSD;D;09/05/18;000000;1.1863900;1.1897000;1.1821000;1.1849800
EURUSD;D;10/05/18;000000;1.1850100;1.1946700;1.1841900;1.1914900
EURUSD;D;11/05/18;000000;1.1914900;1.1970000;1.1890000;1.1938900
EURUSD;D;12/05/18;000000;1.1942000;1.1942000;1.1941500;1.1941500
EURUSD;D;13/05/18;000000;1.1943900;1.1950000;1.1936800;1.1940000
EURUSD;D;14/05/18;000000;1.1937000;1.1996100;1.1924000;1.1926100
EURUSD;D;15/05/18;000000;1.1926000;1.1940000;1.1819000;1.1837100
EURUSD;D;16/05/18;000000;1.1837200;1.1854200;1.1762000;1.1806800
EURUSD;D;17/05/18;000000;1.1806300;1.1837400;1.1775000;1.1793100
EURUSD;D;18/05/18;000000;1.1793100;1.1822100;1.1749000;1.1772000
EURUSD;D;19/05/18;000000;1.1768400;1.1769900;1.1767900;1.1769900
EURUSD;D;20/05/18;000000;1.1760000;1.1779000;1.1760000;1.1770500
EURUSD;D;21/05/18;000000;1.1767900;1.1795600;1.1715000;1.1790800
EURUSD;D;22/05/18;000000;1.1791100;1.1830000;1.1755000;1.1778300
EURUSD;D;23/05/18;000000;1.1777600;1.1789700;1.1674000;1.1694800
EURUSD;D;24/05/18;000000;1.1694900;1.1750300;1.1689000;1.1719200
EURUSD;D;25/05/18;000000;1.1719300;1.1733600;1.1644000;1.1645000
EURUSD;D;26/05/18;000000;1.1649000;1.1650000;1.1649000;1.1650000
EURUSD;D;27/05/18;000000;1.1654200;1.1688000;1.1647800;1.1684500
EURUSD;D;28/05/18;000000;1.1686000;1.1730000;1.1605000;1.1623700
EURUSD;D;29/05/18;000000;1.1623400;1.1640000;1.1509000;1.1538700
EURUSD;D;30/05/18;000000;1.1539200;1.1676300;1.1517000;1.1663500
EURUSD;D;31/05/18;000000;1.1661200;1.1724300;1.1640000;1.1690100
EURUSD;D;01/06/18;000000;1.1690100;1.1718000;1.1616100;1.1657100
EURUSD;D;02/06/18;000000;1.1658000;1.1658800;1.1658000;1.1658800
EURUSD;D;03/06/18;000000;1.1654000;1.1661600;1.1651000;1.1659000
EURUSD;D;04/06/18;000000;1.1658900;1.1744500;1.1655400;1.1697700
EURUSD;D;05/06/18;000000;1.1697000;1.1732100;1.1651000;1.1716800
EURUSD;D;06/06/18;000000;1.1716200;1.1795700;1.1709000;1.1773500
EURUSD;D;07/06/18;000000;1.1773200;1.1840000;1.1771000;1.1797700
EURUSD;D;08/06/18;000000;1.1798100;1.1810300;1.1725000;1.1769000
EURUSD;D;09/06/18;000000;1.1767000;1.1767700;1.1767000;1.1767700
EURUSD;D;10/06/18;000000;1.1764000;1.1777300;1.1751900;1.1774000
EURUSD;D;11/06/18;000000;1.1772300;1.1820600;1.1770000;1.1782100
EURUSD;D;12/06/18;000000;1.1782000;1.1810000;1.1732000;1.1744200
EURUSD;D;13/06/18;000000;1.1744500;1.1801000;1.1724800;1.1790800
EURUSD;D;14/06/18;000000;1.1790800;1.1851800;1.1562000;1.1566500
EURUSD;D;15/06/18;000000;1.1565600;1.1627000;1.1542000;1.1609000
EURUSD;D;16/06/18;000000;1.1609000;1.1609000;1.1609000;1.1609000
EURUSD;D;17/06/18;000000;1.1606000;1.1610000;1.1583000;1.1586000
EURUSD;D;18/06/18;000000;1.1587500;1.1624400;1.1564000;1.1622200
EURUSD;D;19/06/18;000000;1.1622200;1.1644500;1.1529800;1.1586900
EURUSD;D;20/06/18;000000;1.1586900;1.1600000;1.1536000;1.1570200
EURUSD;D;21/06/18;000000;1.1570300;1.1633500;1.1507000;1.1602600
EURUSD;D;22/06/18;000000;1.1603200;1.1675000;1.1598000;1.1654000
EURUSD;D;23/06/18;000000;1.1653600;1.1653600;1.1653600;1.1653600
EURUSD;D;24/06/18;000000;1.1656500;1.1669000;1.1654000;1.1664000
EURUSD;D;25/06/18;000000;1.1664000;1.1713100;1.1627000;1.1703000
EURUSD;D;26/06/18;000000;1.1702700;1.1720500;1.1634000;1.1646300
EURUSD;D;27/06/18;000000;1.1646100;1.1672200;1.1539000;1.1553000
EURUSD;D;28/06/18;000000;1.1553600;1.1600600;1.1526000;1.1568400
EURUSD;D;29/06/18;000000;1.1567100;1.1690400;1.1557000;1.1688000
EURUSD;D;30/06/18;000000;1.1684000;1.1684000;1.1682100;1.1683900
EURUSD;D;01/07/18;000000;1.1650800;1.1690600;1.1629000;1.1675700
EURUSD;D;02/07/18;000000;1.1675000;1.1691800;1.1590000;1.1638700
EURUSD;D;03/07/18;000000;1.1638900;1.1673200;1.1619000;1.1656800
EURUSD;D;04/07/18;000000;1.1654900;1.1681900;1.1628000;1.1655400
EURUSD;D;05/07/18;000000;1.1655500;1.1720300;1.1648000;1.1689000
EURUSD;D;06/07/18;000000;1.1689500;1.1767800;1.1679000;1.1742000
EURUSD;D;07/07/18;000000;1.1745000;1.1746200;1.1744000;1.1746200
EURUSD;D;08/07/18;000000;1.1743000;1.1754000;1.1735000;1.1741000
EURUSD;D;09/07/18;000000;1.1740400;1.1790800;1.1731000;1.1750200
EURUSD;D;10/07/18;000000;1.1749600;1.1762700;1.1689000;1.1744200
EURUSD;D;11/07/18;000000;1.1743600;1.1760000;1.1664000;1.1672100
EURUSD;D;12/07/18;000000;1.1672700;1.1695800;1.1648000;1.1669900
EURUSD;D;13/07/18;000000;1.1670000;1.1686800;1.1611000;1.1684300
EURUSD;D;15/07/18;000000;1.1682000;1.1692000;1.1682000;1.1688000
EURUSD;D;16/07/18;000000;1.1689300;1.1725400;1.1674000;1.1710700
EURUSD;D;17/07/18;000000;1.1710800;1.1744700;1.1649000;1.1660700
EURUSD;D;18/07/18;000000;1.1659800;1.1665000;1.1600000;1.1638400
EURUSD;D;19/07/18;000000;1.1637800;1.1678500;1.1574000;1.1640500
EURUSD;D;20/07/18;000000;1.1641700;1.1738900;1.1625000;1.1721000
EURUSD;D;21/07/18;000000;1.1722000;1.1722000;1.1718000;1.1718000
EURUSD;D;22/07/18;000000;1.1722000;1.1734000;1.1719700;1.1725500
EURUSD;D;23/07/18;000000;1.1724800;1.1751200;1.1682000;1.1691500
EURUSD;D;24/07/18;000000;1.1691300;1.1716900;1.1653000;1.1685700
EURUSD;D;25/07/18;000000;1.1682400;1.1738700;1.1663000;1.1728000
EURUSD;D;26/07/18;000000;1.1727800;1.1743600;1.1639000;1.1642400
EURUSD;D;27/07/18;000000;1.1642600;1.1664400;1.1619000;1.1654500
EURUSD;D;28/07/18;000000;1.1661500;1.1661500;1.1659000;1.1659000
EURUSD;D;29/07/18;000000;1.1655600;1.1662000;1.1650000;1.1657000
EURUSD;D;30/07/18;000000;1.1656100;1.1720000;1.1646000;1.1703800
EURUSD;D;31/07/18;000000;1.1703800;1.1745900;1.1682200;1.1690000
EURUSD;D;01/08/18;000000;1.1689700;1.1699700;1.1656000;1.1659500
EURUSD;D;02/08/18;000000;1.1658900;1.1667600;1.1580800;1.1583300
EURUSD;D;03/08/18;000000;1.1583400;1.1610700;1.1559000;1.1565200
EURUSD;D;04/08/18;000000;1.1566000;1.1566000;1.1565000;1.1565000
EURUSD;D;05/08/18;000000;1.1565500;1.1572200;1.1564000;1.1568400
EURUSD;D;06/08/18;000000;1.1567000;1.1571100;1.1528000;1.1553300
EURUSD;D;07/08/18;000000;1.1553000;1.1608200;1.1545000;1.1598000
EURUSD;D;08/08/18;000000;1.1598400;1.1628200;1.1571000;1.1609800
EURUSD;D;09/08/18;000000;1.1609800;1.1619500;1.1525000;1.1526200
EURUSD;D;10/08/18;000000;1.1526700;1.1536600;1.1386000;1.1410000
EURUSD;D;11/08/18;000000;1.1411500;1.1411500;1.1411500;1.1411500
EURUSD;D;12/08/18;000000;1.1386000;1.1390500;1.1367000;1.1372000
EURUSD;D;13/08/18;000000;1.1370000;1.1432900;1.1364000;1.1409000
EURUSD;D;14/08/18;000000;1.1409800;1.1429400;1.1329000;1.1343900
EURUSD;D;15/08/18;000000;1.1343300;1.1354900;1.1300000;1.1344000
EURUSD;D;16/08/18;000000;1.1344100;1.1409200;1.1334000;1.1375100
EURUSD;D;17/08/18;000000;1.1376600;1.1444900;1.1364000;1.1437300
EURUSD;D;18/08/18;000000;1.1437000;1.1437300;1.1435300;1.1437000
EURUSD;D;19/08/18;000000;1.1436400;1.1439900;1.1432000;1.1437000
EURUSD;D;20/08/18;000000;1.1437200;1.1484900;1.1393000;1.1484400
EURUSD;D;21/08/18;000000;1.1486900;1.1601200;1.1484000;1.1570500
EURUSD;D;22/08/18;000000;1.1569800;1.1622900;1.1552000;1.1595700
EURUSD;D;23/08/18;000000;1.1596500;1.1599600;1.1528000;1.1537500
EURUSD;D;24/08/18;000000;1.1537700;1.1639900;1.1533000;1.1618900
EURUSD;D;25/08/18;000000;1.1621000;1.1621200;1.1621000;1.1621000
EURUSD;D;26/08/18;000000;1.1630000;1.1630000;1.1610000;1.1616200
EURUSD;D;27/08/18;000000;1.1615100;1.1693700;1.1593000;1.1677300
EURUSD;D;28/08/18;000000;1.1676900;1.1733500;1.1661000;1.1694400
EURUSD;D;29/08/18;000000;1.1693700;1.1710000;1.1651000;1.1706700
EURUSD;D;30/08/18;000000;1.1706100;1.1718200;1.1639000;1.1670800
EURUSD;D;31/08/18;000000;1.1670800;1.1690100;1.1583000;1.1599700
EURUSD;D;01/09/18;000000;1.1601800;1.1601800;1.1599000;1.1599000
EURUSD;D;02/09/18;000000;1.1595300;1.1607600;1.1587300;1.1595000
EURUSD;D;03/09/18;000000;1.1594900;1.1627900;1.1588000;1.1617500
EURUSD;D;04/09/18;000000;1.1616900;1.1624000;1.1529000;1.1580500
EURUSD;D;05/09/18;000000;1.1580000;1.1640300;1.1542000;1.1628900
EURUSD;D;06/09/18;000000;1.1628900;1.1659300;1.1604000;1.1620500
EURUSD;D;07/09/18;000000;1.1622800;1.1649500;1.1549000;1.1552000
EURUSD;D;08/09/18;000000;1.1552000;1.1552100;1.1550500;1.1552100
EURUSD;D;09/09/18;000000;1.1549000;1.1555100;1.1547000;1.1548000
EURUSD;D;10/09/18;000000;1.1548000;1.1616100;1.1525000;1.1591400
EURUSD;D;11/09/18;000000;1.1591400;1.1644200;1.1564000;1.1604200
EURUSD;D;12/09/18;000000;1.1604200;1.1649700;1.1568000;1.1625100
EURUSD;D;13/09/18;000000;1.1625300;1.1701000;1.1607000;1.1689700
EURUSD;D;14/09/18;000000;1.1689400;1.1721600;1.1618600;1.1622700
EURUSD;D;15/09/18;000000;1.1622000;1.1624600;1.1622000;1.1624600
EURUSD;D;16/09/18;000000;1.1620000;1.1630000;1.1616000;1.1623000
EURUSD;D;17/09/18;000000;1.1623000;1.1698200;1.1617000;1.1682300
EURUSD;D;18/09/18;000000;1.1682300;1.1724500;1.1651000;1.1664000
EURUSD;D;19/09/18;000000;1.1663800;1.1714900;1.1649000;1.1671800
EURUSD;D;20/09/18;000000;1.1671900;1.1784500;1.1667000;1.1775000
EURUSD;D;21/09/18;000000;1.1776300;1.1802700;1.1731000;1.1748200
EURUSD;D;22/09/18;000000;1.1749000;1.1749000;1.1746100;1.1747400
EURUSD;D;23/09/18;000000;1.1749000;1.1751800;1.1737000;1.1744000
EURUSD;D;24/09/18;000000;1.1744600;1.1815300;1.1722000;1.1747200
EURUSD;D;25/09/18;000000;1.1747400;1.1792600;1.1730000;1.1765700
EURUSD;D;26/09/18;000000;1.1765300;1.1797800;1.1725000;1.1738000
EURUSD;D;27/09/18;000000;1.1738100;1.1757100;1.1637000;1.1639800
EURUSD;D;28/09/18;000000;1.1640600;1.1651200;1.1569000;1.1601700
EURUSD;D;29/09/18;000000;1.1600000;1.1600000;1.1600000;1.1600000
EURUSD;D;30/09/18;000000;1.1606600;1.1626800;1.1601000;1.1616200
EURUSD;D;01/10/18;000000;1.1615900;1.1624600;1.1562000;1.1577600
EURUSD;D;02/10/18;000000;1.1577500;1.1580200;1.1504000;1.1546800
EURUSD;D;03/10/18;000000;1.1546800;1.1593700;1.1463000;1.1476000
EURUSD;D;04/10/18;000000;1.1476000;1.1542800;1.1462000;1.1513800
EURUSD;D;05/10/18;000000;1.1513700;1.1549700;1.1483000;1.1518100
EURUSD;D;06/10/18;000000;1.1521000;1.1523000;1.1521000;1.1522900
EURUSD;D;07/10/18;000000;1.1516000;1.1532800;1.1516000;1.1520900
EURUSD;D;08/10/18;000000;1.1520200;1.1529600;1.1458000;1.1490900
EURUSD;D;09/10/18;000000;1.1490800;1.1503400;1.1429000;1.1488000
EURUSD;D;10/10/18;000000;1.1487600;1.1545400;1.1477000;1.1519000
EURUSD;D;11/10/18;000000;1.1517600;1.1599300;1.1517500;1.1592500
EURUSD;D;12/10/18;000000;1.1592700;1.1610500;1.1533000;1.1557100
EURUSD;D;13/10/18;000000;1.1558500;1.1558500;1.1558500;1.1558500
EURUSD;D;14/10/18;000000;1.1559300;1.1563200;1.1534000;1.1540300
EURUSD;D;15/10/18;000000;1.1541000;1.1606200;1.1537800;1.1579000
EURUSD;D;16/10/18;000000;1.1578900;1.1621500;1.1563000;1.1573400
EURUSD;D;17/10/18;000000;1.1572200;1.1580500;1.1495000;1.1500000
EURUSD;D;18/10/18;000000;1.1500000;1.1527300;1.1448000;1.1452400
EURUSD;D;19/10/18;000000;1.1452200;1.1534600;1.1432000;1.1512300
EURUSD;D;20/10/18;000000;1.1513000;1.1514000;1.1511200;1.1512900
EURUSD;D;21/10/18;000000;1.1510500;1.1518000;1.1507000;1.1515500
EURUSD;D;22/10/18;000000;1.1514800;1.1550200;1.1454000;1.1463600
EURUSD;D;23/10/18;000000;1.1463400;1.1493800;1.1438000;1.1468300
EURUSD;D;24/10/18;000000;1.1470100;1.1476800;1.1378000;1.1391300
EURUSD;D;25/10/18;000000;1.1391400;1.1432600;1.1355000;1.1374100
EURUSD;D;26/10/18;000000;1.1374500;1.1421200;1.1334000;1.1401000
EURUSD;D;27/10/18;000000;1.1402000;1.1402000;1.1400000;1.1400000
EURUSD;D;28/10/18;000000;1.1405800;1.1409000;1.1385000;1.1390100
EURUSD;D;29/10/18;000000;1.1392000;1.1416400;1.1359000;1.1372100
EURUSD;D;30/10/18;000000;1.1372100;1.1387900;1.1337000;1.1343400
EURUSD;D;31/10/18;000000;1.1343100;1.1360400;1.1300000;1.1311300
EURUSD;D;01/11/18;000000;1.1311000;1.1424100;1.1304600;1.1407900
EURUSD;D;02/11/18;000000;1.1407700;1.1455800;1.1371000;1.1386200
EURUSD;D;03/11/18;000000;1.1389000;1.1389000;1.1385400;1.1387000
EURUSD;D;04/11/18;000000;1.1395000;1.1406900;1.1394000;1.1399600
EURUSD;D;05/11/18;000000;1.1399500;1.1424000;1.1352800;1.1407700
EURUSD;D;06/11/18;000000;1.1407500;1.1438000;1.1390000;1.1417800
EURUSD;D;07/11/18;000000;1.1417700;1.1499700;1.1393000;1.1438700
EURUSD;D;08/11/18;000000;1.1438900;1.1446900;1.1350000;1.1359000
EURUSD;D;09/11/18;000000;1.1360200;1.1369000;1.1315000;1.1337300
