<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
EURRUB;D;28/12/14;000000;65.8630000;65.8670000;65.8580000;65.8670000
EURRUB;D;29/12/14;000000;65.8580000;71.5750000;65.5940000;71.1169000
EURRUB;D;30/12/14;000000;71.1080000;74.0640000;66.4810000;68.3610000
EURRUB;D;31/12/14;000000;68.3680000;74.5400000;67.1700000;72.0110000
EURRUB;D;01/01/15;000000;70.2750000;70.2750000;70.2390000;70.2410000
EURRUB;D;02/01/15;000000;70.2780000;73.2410000;69.6268000;70.2171000
EURRUB;D;03/01/15;000000;70.2510000;71.0020000;70.2124000;70.2250000
EURRUB;D;05/01/15;000000;69.8550000;73.7630000;69.0730000;73.7630000
EURRUB;D;06/01/15;000000;73.7150000;76.4590000;71.7640000;75.1340000
EURRUB;D;07/01/15;000000;75.1340000;75.8590000;73.4000000;74.1540000
EURRUB;D;08/01/15;000000;74.1520000;74.3980000;69.5620000;72.3201000
EURRUB;D;09/01/15;000000;72.3390000;73.4050000;70.3384000;73.3520000
EURRUB;D;10/01/15;000000;73.3560000;73.4100000;72.9890000;73.3930000
EURRUB;D;11/01/15;000000;73.0370000;73.1030000;73.0370000;73.0870000
EURRUB;D;12/01/15;000000;72.8780000;75.0200000;72.6200000;74.6680000
EURRUB;D;13/01/15;000000;74.5730000;79.7307000;74.2910000;77.1720000
EURRUB;D;14/01/15;000000;76.7960000;78.9210000;74.9880000;74.9880000
EURRUB;D;15/01/15;000000;75.9710000;77.2660000;74.2240000;75.3970000
EURRUB;D;16/01/15;000000;75.2460000;76.2040000;74.5630000;75.2120000
EURRUB;D;17/01/15;000000;75.3620000;75.5250000;75.2890000;75.3680000
EURRUB;D;18/01/15;000000;74.7170000;75.2890000;74.7170000;75.2710000
EURRUB;D;19/01/15;000000;75.2340000;75.9150000;73.2392000;75.3790000
EURRUB;D;20/01/15;000000;75.4500000;76.1715000;74.5190000;75.0840000
EURRUB;D;21/01/15;000000;75.1860000;76.7480000;74.5890000;75.4730000
EURRUB;D;22/01/15;000000;75.7350000;76.1700000;72.5630000;72.7855000
EURRUB;D;23/01/15;000000;73.0560000;74.3971000;70.6921000;71.6840000
EURRUB;D;24/01/15;000000;71.8030000;71.8710000;71.3840000;71.5330000
EURRUB;D;25/01/15;000000;71.8180000;71.8180000;71.8180000;71.8180000
EURRUB;D;26/01/15;000000;71.0605000;78.0090000;70.6735000;76.3720000
EURRUB;D;27/01/15;000000;76.3780000;77.1080000;74.9610000;76.9980000
EURRUB;D;28/01/15;000000;77.3360000;77.4600000;75.2970000;76.1210000
EURRUB;D;29/01/15;000000;76.5570000;78.6270000;75.9750000;77.6890000
EURRUB;D;30/01/15;000000;77.6890000;81.5210000;76.7390000;77.9300000
EURRUB;D;31/01/15;000000;77.9330000;79.6910000;77.7380000;77.9880000
EURRUB;D;02/02/15;000000;79.1556000;79.7930000;76.7360000;77.2880000
EURRUB;D;03/02/15;000000;77.4680000;77.6020000;73.8430000;76.0470000
EURRUB;D;04/02/15;000000;76.0310000;78.2520000;73.2080000;77.4271000
EURRUB;D;05/02/15;000000;77.2660000;78.3250000;74.9820000;76.1270000
EURRUB;D;06/02/15;000000;76.4250000;77.1070000;74.6650000;75.8943000
EURRUB;D;07/02/15;000000;75.9220000;75.9290000;74.9060000;75.7300000
EURRUB;D;08/02/15;000000;75.9780000;75.9780000;75.9780000;75.9780000
EURRUB;D;09/02/15;000000;75.4703000;76.7776000;73.4800000;74.1320000
EURRUB;D;10/02/15;000000;74.4570000;76.3043000;73.3870000;73.5200000
EURRUB;D;11/02/15;000000;73.8560000;75.5680000;72.8390000;73.4960000
EURRUB;D;12/02/15;000000;73.4930000;76.3090000;72.6620000;74.1320000
EURRUB;D;13/02/15;000000;74.2760000;76.6449000;71.5130000;71.9840000
EURRUB;D;14/02/15;000000;72.1980000;72.5360000;71.5340000;72.4580000
EURRUB;D;15/02/15;000000;71.9080000;72.6820000;71.9080000;72.6760000
EURRUB;D;16/02/15;000000;72.6570000;73.0109000;70.2030000;71.5790000
EURRUB;D;17/02/15;000000;71.5880000;72.4380000;70.5270000;71.7488000
EURRUB;D;18/02/15;000000;71.6840000;73.0961000;69.0170000;69.4940000
EURRUB;D;19/02/15;000000;69.5040000;71.2950000;69.4440000;70.2590000
EURRUB;D;20/02/15;000000;70.3670000;70.8180000;69.1817000;70.0590000
EURRUB;D;21/02/15;000000;70.3860000;70.9640000;69.9290000;70.5050000
EURRUB;D;22/02/15;000000;70.4950000;70.6800000;70.4950000;70.6200000
EURRUB;D;23/02/15;000000;70.5957000;73.1410000;68.2165000;72.0440000
EURRUB;D;24/02/15;000000;72.2570000;72.5170000;70.5830000;71.0390000
EURRUB;D;25/02/15;000000;71.5150000;72.2129000;69.0540000;69.5090000
EURRUB;D;26/02/15;000000;69.9080000;70.4620000;67.8690000;68.3174000
EURRUB;D;27/02/15;000000;68.2990000;69.7230000;67.7390000;68.8990000
EURRUB;D;28/02/15;000000;68.8940000;68.9290000;68.3290000;68.3290000
EURRUB;D;01/03/15;000000;69.3220000;69.3220000;68.2310000;68.2400000
EURRUB;D;02/03/15;000000;68.8360000;71.3400000;67.9540000;69.8800000
EURRUB;D;03/03/15;000000;69.8800000;70.1850000;68.4818000;68.9740000
EURRUB;D;04/03/15;000000;68.9740000;70.4575000;67.8040000;68.3668000
EURRUB;D;05/03/15;000000;68.4760000;68.5700000;66.3640000;67.0810000
EURRUB;D;06/03/15;000000;67.1270000;67.2600000;64.2840000;65.3040000
EURRUB;D;07/03/15;000000;64.8130000;65.5090000;64.8020000;64.8100000
EURRUB;D;08/03/15;000000;65.5470000;65.5470000;65.3640000;65.3980000
EURRUB;D;09/03/15;000000;64.7050000;66.4050000;64.6600000;65.3500000
EURRUB;D;10/03/15;000000;65.9550000;67.1707000;64.7060000;66.4200000
EURRUB;D;11/03/15;000000;66.4220000;67.2740000;63.9990000;65.5640000
EURRUB;D;12/03/15;000000;65.9090000;65.9120000;63.9650000;65.0574000
EURRUB;D;13/03/15;000000;65.0370000;65.3730000;63.9540000;64.8940000
EURRUB;D;14/03/15;000000;65.1740000;65.2490000;65.1310000;65.2490000
EURRUB;D;15/03/15;000000;64.9090000;65.0800000;64.6190000;65.0170000
EURRUB;D;16/03/15;000000;65.2820000;66.2790000;64.7840000;65.3840000
EURRUB;D;17/03/15;000000;65.7160000;65.9010000;64.8640000;64.9890000
EURRUB;D;18/03/15;000000;65.1300000;65.2060000;63.6660000;64.0140000
EURRUB;D;19/03/15;000000;64.4740000;66.6850000;62.9530000;63.9190000
EURRUB;D;20/03/15;000000;64.0400000;65.1080000;63.2400000;64.1920000
EURRUB;D;21/03/15;000000;64.1800000;64.1800000;63.8250000;63.8250000
EURRUB;D;22/03/15;000000;63.8730000;64.2010000;63.8730000;64.1730000
EURRUB;D;23/03/15;000000;63.9740000;64.6600000;63.4310000;64.0730000
EURRUB;D;24/03/15;000000;64.3910000;64.5290000;62.3370000;62.8490000
EURRUB;D;25/03/15;000000;63.0910000;63.6090000;62.0190000;62.8090000
EURRUB;D;26/03/15;000000;62.9950000;63.0830000;61.0450000;62.2490000
EURRUB;D;27/03/15;000000;62.3980000;63.1982000;61.8020000;62.5940000
EURRUB;D;28/03/15;000000;63.0260000;63.0680000;62.6615000;62.8370000
EURRUB;D;29/03/15;000000;62.7660000;62.9599000;62.6765000;62.8530000
EURRUB;D;30/03/15;000000;62.8490000;63.5910000;61.7790000;62.3763000
EURRUB;D;31/03/15;000000;62.3270000;62.6520000;61.5021000;62.3190000
EURRUB;D;01/04/15;000000;62.4590000;63.0170000;61.1940000;61.9680000
EURRUB;D;02/04/15;000000;61.9710000;62.3570000;60.7440000;61.2845000
EURRUB;D;03/04/15;000000;61.5790000;62.5935000;59.8209000;62.4850000
EURRUB;D;04/04/15;000000;62.4630000;62.4630000;62.0240000;62.0240000
EURRUB;D;05/04/15;000000;62.3050000;62.6260000;62.3050000;62.4012000
EURRUB;D;06/04/15;000000;62.6020000;62.8710000;59.8860000;60.3390000
EURRUB;D;07/04/15;000000;60.5690000;61.0190000;58.8940000;59.2690000
EURRUB;D;08/04/15;000000;59.4790000;59.7010000;57.0940000;57.5940000
EURRUB;D;09/04/15;000000;57.8580000;57.8710000;55.0790000;55.2780000
EURRUB;D;10/04/15;000000;55.3670000;56.8250000;53.3297000;56.4740000
EURRUB;D;11/04/15;000000;56.6160000;56.7270000;56.6160000;56.7170000
EURRUB;D;12/04/15;000000;56.7060000;57.1890000;55.5480000;56.6450000
EURRUB;D;13/04/15;000000;56.6430000;57.2540000;54.3790000;54.9464000
EURRUB;D;14/04/15;000000;55.0420000;55.4761000;53.6970000;54.3200000
EURRUB;D;15/04/15;000000;54.3390000;54.3420000;52.4310000;52.6440000
EURRUB;D;16/04/15;000000;52.3920000;54.2530000;52.2374000;53.5518000
EURRUB;D;17/04/15;000000;53.5750000;56.8230000;52.9090000;55.7690000
EURRUB;D;18/04/15;000000;56.2820000;56.2820000;56.2750000;56.2750000
EURRUB;D;19/04/15;000000;56.4800000;56.9740000;56.2000000;56.2060000
EURRUB;D;20/04/15;000000;56.2055000;57.7700000;55.1720000;56.9140000
EURRUB;D;21/04/15;000000;57.2550000;57.8270000;56.2880000;57.3101000
EURRUB;D;22/04/15;000000;57.6070000;58.0420000;55.1990000;55.2500000
EURRUB;D;23/04/15;000000;56.0080000;56.3100000;54.4750000;54.9840000
EURRUB;D;24/04/15;000000;54.9680000;55.7850000;54.1530000;55.2800000
EURRUB;D;25/04/15;000000;55.2580000;55.2580000;55.2290000;55.2290000
EURRUB;D;26/04/15;000000;55.5460000;55.5460000;54.7489000;55.3753000
EURRUB;D;27/04/15;000000;55.3727000;56.7330000;54.2080000;56.7330000
EURRUB;D;28/04/15;000000;56.7540000;57.2720000;55.5830000;56.2210000
EURRUB;D;29/04/15;000000;56.5440000;57.3520000;55.6760000;56.4470000
EURRUB;D;30/04/15;000000;56.6340000;58.1331000;55.8780000;57.6160000
EURRUB;D;01/05/15;000000;57.9910000;58.4600000;57.4000000;58.0610000
EURRUB;D;02/05/15;000000;57.9350000;57.9990000;57.9350000;57.9990000
EURRUB;D;03/05/15;000000;57.6110000;57.9740000;57.6110000;57.7537000
EURRUB;D;04/05/15;000000;57.9700000;58.4480000;56.5431000;57.8440000
EURRUB;D;05/05/15;000000;58.3290000;58.3290000;56.1190000;56.5620000
EURRUB;D;06/05/15;000000;56.5660000;57.9210000;55.8260000;57.2890000
EURRUB;D;07/05/15;000000;57.2910000;57.8830000;56.3381000;56.5486000
EURRUB;D;08/05/15;000000;56.4000000;57.5460000;55.9018000;57.2160000
EURRUB;D;09/05/15;000000;57.1750000;57.1750000;57.1590000;57.1590000
EURRUB;D;10/05/15;000000;57.1530000;57.1530000;56.9410000;56.9470000
EURRUB;D;11/05/15;000000;54.5297000;57.7049000;54.5269000;57.2658000
EURRUB;D;12/05/15;000000;57.4750000;57.5419000;56.0130000;56.0130000
EURRUB;D;13/05/15;000000;57.0460000;57.1390000;55.2010000;55.5871000
EURRUB;D;14/05/15;000000;55.6110000;57.6160000;55.6110000;57.1240000
EURRUB;D;15/05/15;000000;57.0690000;57.1530000;56.2982000;56.6950000
EURRUB;D;16/05/15;000000;56.7140000;56.7140000;56.6890000;56.6890000
EURRUB;D;17/05/15;000000;56.6050000;56.7300000;56.4580000;56.5726000
EURRUB;D;18/05/15;000000;56.5790000;56.7030000;55.4240000;55.5780000
EURRUB;D;19/05/15;000000;55.6110000;55.9433000;54.7010000;55.1183000
EURRUB;D;20/05/15;000000;55.4430000;55.7620000;54.8225000;55.2699000
EURRUB;D;21/05/15;000000;55.3270000;55.7770000;55.0200000;55.4540000
EURRUB;D;22/05/15;000000;55.4580000;55.9850000;54.8180000;55.0690000
EURRUB;D;23/05/15;000000;55.0080000;55.1560000;55.0080000;55.1220000
EURRUB;D;24/05/15;000000;55.0540000;55.0540000;54.9026000;54.9136000
EURRUB;D;25/05/15;000000;54.9129000;55.1840000;53.5299000;54.9270000
EURRUB;D;26/05/15;000000;54.9190000;55.5500000;54.1390000;55.1272000
EURRUB;D;27/05/15;000000;55.2860000;56.8735000;55.1018000;56.1980000
EURRUB;D;28/05/15;000000;56.3350000;57.8080000;56.2041000;57.6377000
EURRUB;D;29/05/15;000000;57.7770000;58.7235000;57.2320000;57.5130000
EURRUB;D;30/05/15;000000;57.5340000;57.8050000;57.5340000;57.8050000
EURRUB;D;31/05/15;000000;57.6040000;57.6040000;57.2320000;57.5480000
EURRUB;D;01/06/15;000000;57.1850000;58.5660000;57.0800000;58.5140000
EURRUB;D;02/06/15;000000;58.4490000;59.3930000;57.5576000;58.9000000
EURRUB;D;03/06/15;000000;58.8680000;61.2530000;57.9710000;61.2530000
EURRUB;D;04/06/15;000000;61.2790000;63.6810000;60.7720000;63.4190000
EURRUB;D;05/06/15;000000;62.9870000;63.9880000;62.2288000;62.5120000
EURRUB;D;06/06/15;000000;62.4640000;62.9020000;62.4470000;62.9020000
EURRUB;D;07/06/15;000000;62.6580000;62.6690000;62.5130000;62.5280000
EURRUB;D;08/06/15;000000;62.8730000;63.4860000;62.0100000;63.2000000
EURRUB;D;09/06/15;000000;63.0100000;64.8880000;62.3760000;62.6520000
EURRUB;D;10/06/15;000000;62.5140000;62.7080000;60.7115000;61.4949000
EURRUB;D;11/06/15;000000;61.5170000;61.8550000;59.9409000;61.6376000
EURRUB;D;12/06/15;000000;61.6640000;62.2560000;59.6601000;62.1770000
EURRUB;D;13/06/15;000000;61.7620000;62.0920000;61.7230000;62.0920000
EURRUB;D;14/06/15;000000;61.5050000;61.8435000;61.4520000;61.7059000
EURRUB;D;15/06/15;000000;61.7004000;62.7010000;61.1314000;61.4597000
EURRUB;D;16/06/15;000000;61.4880000;63.1480000;60.0760000;60.4927000
EURRUB;D;17/06/15;000000;60.6230000;61.1610000;59.5722000;60.7610000
EURRUB;D;18/06/15;000000;60.8100000;61.2650000;60.2920000;60.7510000
EURRUB;D;19/06/15;000000;60.7240000;61.7390000;59.6740000;61.3290000
EURRUB;D;20/06/15;000000;61.4820000;61.4820000;61.4150000;61.4310000
EURRUB;D;21/06/15;000000;61.3830000;61.6610000;61.3830000;61.6610000
EURRUB;D;22/06/15;000000;61.5590000;61.7720000;60.5360000;61.1460000
EURRUB;D;23/06/15;000000;61.1550000;61.6530000;59.4400000;60.0429000
EURRUB;D;24/06/15;000000;60.1240000;61.1730000;59.6640000;60.8108000
EURRUB;D;25/06/15;000000;61.0150000;61.9396000;60.0830000;61.2785000
EURRUB;D;26/06/15;000000;61.2690000;61.9000000;60.6870000;61.2410000
EURRUB;D;27/06/15;000000;60.9850000;61.4730000;60.9770000;61.4730000
EURRUB;D;28/06/15;000000;61.2110000;61.2110000;60.4030000;60.9650000
EURRUB;D;29/06/15;000000;60.9500000;62.6900000;60.1600000;62.5030000
EURRUB;D;30/06/15;000000;62.6260000;62.8050000;60.6500000;61.4590000
EURRUB;D;01/07/15;000000;61.6390000;62.1561000;61.1870000;61.5950000
EURRUB;D;02/07/15;000000;61.7130000;62.1639000;60.9000000;61.3335000
EURRUB;D;03/07/15;000000;61.4310000;62.1690000;60.6110000;62.0420000
EURRUB;D;04/07/15;000000;61.9810000;62.0990000;61.9810000;62.0990000
EURRUB;D;05/07/15;000000;62.0980000;62.0980000;61.3890000;61.7440000
EURRUB;D;06/07/15;000000;61.6990000;62.9250000;60.9500000;62.7530000
EURRUB;D;07/07/15;000000;62.7670000;63.2990000;61.5613000;62.0902000
EURRUB;D;08/07/15;000000;62.3970000;63.7870000;61.6133000;63.6349000
EURRUB;D;09/07/15;000000;63.6340000;63.8040000;62.3450000;63.0254000
EURRUB;D;10/07/15;000000;63.1400000;63.6080000;62.2740000;62.7750000
EURRUB;D;11/07/15;000000;62.7940000;62.9320000;62.7940000;62.8600000
EURRUB;D;12/07/15;000000;62.9800000;62.9800000;62.7380000;62.8910000
EURRUB;D;13/07/15;000000;62.7340000;63.3780000;62.0040000;62.0830000
EURRUB;D;14/07/15;000000;62.2960000;62.9360000;61.8240000;62.0531000
EURRUB;D;15/07/15;000000;62.0780000;62.5890000;60.9500000;62.2480000
EURRUB;D;16/07/15;000000;62.2570000;62.4940000;61.4370000;61.8940000
EURRUB;D;17/07/15;000000;61.9360000;62.6200000;61.5920000;61.6830000
EURRUB;D;18/07/15;000000;61.4250000;61.7510000;61.4150000;61.6700000
EURRUB;D;19/07/15;000000;61.7600000;61.7740000;61.6126000;61.6126000
EURRUB;D;20/07/15;000000;61.7470000;62.1530000;61.5232000;61.6196000
EURRUB;D;21/07/15;000000;61.6590000;62.3890000;60.9500000;62.2478000
EURRUB;D;22/07/15;000000;62.4010000;62.8980000;62.0090000;62.2573000
EURRUB;D;23/07/15;000000;62.8130000;63.7660000;62.1475000;63.3420000
EURRUB;D;24/07/15;000000;63.5750000;64.4040000;63.2060000;64.1830000
EURRUB;D;25/07/15;000000;64.2600000;64.2640000;64.2600000;64.2640000
EURRUB;D;26/07/15;000000;64.1870000;64.2280000;64.0790000;64.0790000
EURRUB;D;27/07/15;000000;64.0560000;66.2450000;63.9080000;65.9660000
EURRUB;D;28/07/15;000000;66.0570000;67.2090000;65.8490000;66.2198000
EURRUB;D;29/07/15;000000;66.3670000;66.7960000;64.2252000;64.2252000
EURRUB;D;30/07/15;000000;64.4700000;65.4940000;63.9656000;65.1930000
EURRUB;D;31/07/15;000000;65.2850000;67.8490000;65.0890000;66.5530000
EURRUB;D;01/08/15;000000;67.8250000;67.8420000;66.5520000;66.5520000
EURRUB;D;02/08/15;000000;67.4100000;67.7380000;67.2050000;67.6103000
EURRUB;D;03/08/15;000000;67.7230000;69.6240000;66.4890000;69.5315000
EURRUB;D;04/08/15;000000;69.5030000;70.6340000;68.3460000;68.6710000
EURRUB;D;05/08/15;000000;68.3410000;69.4030000;67.8230000;69.1124000
EURRUB;D;06/08/15;000000;69.5440000;70.5300000;68.8064000;69.8412000
EURRUB;D;07/08/15;000000;69.8650000;71.9440000;69.3752000;70.2230000
EURRUB;D;08/08/15;000000;70.2390000;70.2710000;70.2390000;70.2500000
EURRUB;D;09/08/15;000000;70.1020000;70.2440000;70.1020000;70.1496000
EURRUB;D;10/08/15;000000;70.2050000;71.0230000;69.0100000;69.2956000
EURRUB;D;11/08/15;000000;69.4210000;71.2830000;68.9168000;70.8648000
EURRUB;D;12/08/15;000000;70.8950000;72.4500000;69.8680000;71.8991000
EURRUB;D;13/08/15;000000;72.0290000;72.7550000;70.4010000;72.1475000
EURRUB;D;14/08/15;000000;72.1050000;72.5680000;71.6398000;72.0760000
EURRUB;D;15/08/15;000000;72.0720000;72.0800000;71.7110000;71.7110000
EURRUB;D;16/08/15;000000;71.7670000;72.6590000;71.7490000;72.6590000
EURRUB;D;17/08/15;000000;72.6590000;72.9750000;71.6250000;72.5620000
EURRUB;D;18/08/15;000000;72.4360000;73.0430000;72.0200000;72.4918000
EURRUB;D;19/08/15;000000;72.6080000;74.1130000;72.1770000;73.9934000
EURRUB;D;20/08/15;000000;74.1350000;76.4490000;73.9390000;76.2180000
EURRUB;D;21/08/15;000000;76.2450000;78.7030000;75.4970000;78.4920000
EURRUB;D;22/08/15;000000;78.5570000;78.5570000;78.3560000;78.3900000
EURRUB;D;23/08/15;000000;78.0820000;78.4980000;78.0820000;78.4920000
EURRUB;D;24/08/15;000000;78.6280000;83.5910000;78.1630000;82.2899000
EURRUB;D;25/08/15;000000;82.3450000;82.4480000;78.0210000;79.3725000
EURRUB;D;26/08/15;000000;79.4780000;81.4870000;77.6790000;77.8140000
EURRUB;D;27/08/15;000000;77.9150000;78.3620000;73.8780000;74.1870000
EURRUB;D;28/08/15;000000;74.6780000;76.1150000;72.3900000;73.2410000
EURRUB;D;29/08/15;000000;73.2850000;73.2850000;72.8530000;72.8710000
EURRUB;D;30/08/15;000000;72.9850000;73.9780000;72.9620000;73.9750000
EURRUB;D;31/08/15;000000;73.5960000;75.7180000;71.3990000;72.1250000
EURRUB;D;01/09/15;000000;72.1050000;75.5790000;70.7410000;74.8125000
EURRUB;D;02/09/15;000000;75.2580000;76.6330000;74.0890000;75.1538000
EURRUB;D;03/09/15;000000;75.4470000;76.6690000;73.3590000;73.9078000
EURRUB;D;04/09/15;000000;73.9130000;76.3531000;73.8818000;76.3197000
EURRUB;D;05/09/15;000000;76.2980000;76.3984000;76.2550000;76.3025000
EURRUB;D;06/09/15;000000;76.1622000;76.4251000;75.0500000;76.4004000
EURRUB;D;07/09/15;000000;75.3130000;77.9390000;75.2360000;77.1600000
EURRUB;D;08/09/15;000000;77.2730000;77.6780000;75.5660000;76.1050000
EURRUB;D;09/09/15;000000;76.1060000;76.7560000;75.0666000;76.6570000
EURRUB;D;10/09/15;000000;76.7380000;77.2830000;75.8670000;76.2116000
EURRUB;D;11/09/15;000000;76.3300000;77.1650000;75.8540000;76.9630000
EURRUB;D;12/09/15;000000;76.9960000;76.9960000;76.8850000;76.8850000
EURRUB;D;13/09/15;000000;76.7230000;76.8330000;76.7230000;76.7970000
EURRUB;D;14/09/15;000000;76.8080000;77.2940000;75.7130000;76.5050000
EURRUB;D;15/09/15;000000;76.7580000;77.7300000;75.0440000;75.0760000
EURRUB;D;16/09/15;000000;75.3420000;75.3990000;73.2280000;73.9850000
EURRUB;D;17/09/15;000000;73.9950000;74.9030000;73.3530000;74.9030000
EURRUB;D;18/09/15;000000;74.6270000;75.9940000;74.2550000;75.0680000
EURRUB;D;19/09/15;000000;76.2930000;76.2930000;75.0940000;75.1210000
EURRUB;D;20/09/15;000000;74.8970000;75.0390000;74.3860000;74.9970000
EURRUB;D;21/09/15;000000;75.0170000;76.5950000;73.6900000;73.8870000
EURRUB;D;22/09/15;000000;73.8400000;74.9630000;73.2880000;73.4770000
EURRUB;D;23/09/15;000000;73.3970000;75.2270000;72.9180000;73.9860000
EURRUB;D;24/09/15;000000;74.4620000;75.1910000;73.9980000;74.1630000
EURRUB;D;25/09/15;000000;74.1660000;74.1720000;72.7160000;73.3090000
EURRUB;D;26/09/15;000000;73.2770000;73.2950000;73.2750000;73.2870000
EURRUB;D;27/09/15;000000;73.3830000;73.4110000;72.1860000;73.2610000
EURRUB;D;28/09/15;000000;73.2590000;74.3710000;72.1030000;74.2721000
EURRUB;D;29/09/15;000000;74.4920000;75.0810000;73.3560000;74.0840000
EURRUB;D;30/09/15;000000;74.5920000;74.7290000;72.8440000;72.9610000
EURRUB;D;01/10/15;000000;72.9850000;74.5522000;72.0710000;74.5522000
EURRUB;D;02/10/15;000000;73.5080000;75.3670000;73.1805000;74.0189000
EURRUB;D;03/10/15;000000;74.1700000;74.3845000;73.9340000;74.0688000
EURRUB;D;04/10/15;000000;73.9800000;74.0800000;73.9800000;74.0690000
EURRUB;D;05/10/15;000000;74.0680000;74.3530000;71.9708000;71.9924000
EURRUB;D;06/10/15;000000;72.1060000;73.1880000;71.0010000;71.0710000
EURRUB;D;07/10/15;000000;71.0700000;71.7160000;69.3180000;70.1740000
EURRUB;D;08/10/15;000000;70.2860000;71.0770000;68.9836000;69.1341000
EURRUB;D;09/10/15;000000;69.2200000;70.2470000;68.7950000;69.3443000
EURRUB;D;10/10/15;000000;69.4330000;70.0210000;69.2973000;70.0210000
EURRUB;D;11/10/15;000000;69.4011000;71.8810000;69.1125000;69.1199000
EURRUB;D;12/10/15;000000;69.1199000;71.0580000;69.0610000;70.3248000
EURRUB;D;13/10/15;000000;70.3430000;72.3588000;70.2377000;71.5981000
EURRUB;D;14/10/15;000000;71.7410000;72.2560000;69.9713000;71.8860000
EURRUB;D;15/10/15;000000;71.8750000;72.6761000;69.6680000;69.7619000
EURRUB;D;16/10/15;000000;69.7710000;70.5110000;69.1060000;69.8252000
EURRUB;D;17/10/15;000000;69.7858000;69.8960000;69.4140000;69.7092000
EURRUB;D;18/10/15;000000;69.7138000;70.1730000;69.4505000;69.9220000
EURRUB;D;19/10/15;000000;70.0180000;70.8880000;69.1957000;70.5410000
EURRUB;D;20/10/15;000000;70.5410000;71.1570000;69.8950000;70.3590000
EURRUB;D;21/10/15;000000;70.4490000;71.9787000;70.2097000;71.9787000
EURRUB;D;22/10/15;000000;72.0680000;73.3304000;69.4053000;69.9823000
EURRUB;D;23/10/15;000000;70.0830000;70.5238000;68.1870000;68.6791000
EURRUB;D;24/10/15;000000;68.6940000;68.7340000;68.6501000;68.7340000
EURRUB;D;25/10/15;000000;68.6392000;68.6730000;68.4620000;68.5422000
EURRUB;D;26/10/15;000000;68.6390000;69.6800000;67.4863000;69.6551000
EURRUB;D;27/10/15;000000;69.5160000;71.9260000;69.5160000;71.7378000
EURRUB;D;28/10/15;000000;72.3280000;72.7370000;69.3913000;69.7672000
EURRUB;D;29/10/15;000000;69.9010000;70.8640000;69.1939000;70.4019000
EURRUB;D;30/10/15;000000;70.4410000;71.1050000;69.8140000;70.4401000
EURRUB;D;31/10/15;000000;70.1940000;70.2268000;70.0517000;70.1060000
EURRUB;D;01/11/15;000000;70.4700000;71.2550000;70.4700000;70.5040000
EURRUB;D;02/11/15;000000;71.2770000;71.2770000;69.3850000;70.0892000
EURRUB;D;03/11/15;000000;69.7860000;70.6080000;68.2310000;68.4900000
EURRUB;D;04/11/15;000000;68.4900000;68.8970000;67.6420000;68.5300000
EURRUB;D;05/11/15;000000;68.6630000;69.1650000;68.4320000;69.0840000
EURRUB;D;06/11/15;000000;69.0900000;69.5880000;67.7440000;69.3290000
EURRUB;D;07/11/15;000000;69.3290000;69.3290000;68.9751000;69.2940000
EURRUB;D;08/11/15;000000;69.4610000;69.4610000;67.9030000;67.9110000
EURRUB;D;09/11/15;000000;68.3600000;69.9100000;68.3590000;69.4630000
EURRUB;D;10/11/15;000000;69.4630000;69.5680000;68.3930000;69.1570000
EURRUB;D;11/11/15;000000;69.0580000;70.6000000;68.4130000;70.3450000
EURRUB;D;12/11/15;000000;70.6030000;72.1220000;69.9260000;72.0820000
EURRUB;D;13/11/15;000000;72.0510000;72.2940000;70.3950000;71.7740000
EURRUB;D;14/11/15;000000;71.7740000;72.0120000;71.7470000;72.0120000
EURRUB;D;15/11/15;000000;71.6730000;71.7590000;70.6390000;70.6390000
EURRUB;D;16/11/15;000000;70.6290000;72.8560000;69.6500000;69.7650000
EURRUB;D;17/11/15;000000;69.7650000;70.1930000;68.6818000;69.3980000
EURRUB;D;18/11/15;000000;69.3720000;69.7080000;68.7740000;68.9310000
EURRUB;D;19/11/15;000000;68.9310000;70.2061000;67.9870000;69.2330000
EURRUB;D;20/11/15;000000;69.2330000;69.5870000;68.5190000;68.8770000
EURRUB;D;21/11/15;000000;68.8770000;68.9350000;68.6763000;68.7640000
EURRUB;D;22/11/15;000000;69.1450000;69.1450000;68.6350000;68.6350000
EURRUB;D;23/11/15;000000;70.3520000;70.4010000;68.3450000;69.9210000
EURRUB;D;24/11/15;000000;69.9210000;71.7310000;69.3730000;69.6400000
EURRUB;D;25/11/15;000000;69.6400000;70.0830000;69.0640000;69.5420000
EURRUB;D;26/11/15;000000;69.5420000;70.0660000;69.3670000;69.8430000
EURRUB;D;27/11/15;000000;69.8550000;70.5060000;69.5280000;70.2980000
EURRUB;D;28/11/15;000000;70.2980000;70.5607000;69.7730000;69.7730000
EURRUB;D;29/11/15;000000;70.4542000;70.5480000;69.9860000;70.5205000
EURRUB;D;30/11/15;000000;70.5540000;70.8140000;69.4080000;70.0730000
EURRUB;D;01/12/15;000000;70.0610000;70.9790000;69.8330000;70.8350000
EURRUB;D;02/12/15;000000;70.9530000;71.8610000;70.4352000;71.5374000
EURRUB;D;03/12/15;000000;71.6280000;74.4290000;70.3240000;73.9250000
EURRUB;D;04/12/15;000000;74.0220000;74.6830000;73.0920000;73.9920000
